Integrand,lower bound of integral,upper bound of integral,Value of Integral,W Term 1,W Term 2,W Term 3,D Term 1,D Term 2
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-2403/366080,wjp1o2,wjp1o6,wjp1o6,dwjm1o2,dwjp1o2
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-1137/2562560,wjm1o2,wjp1o2,wjp1o6,dwjm1o2,dwjp1o2
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,10233/2562560,wjm1o6,wjp1o2,wjp1o6,dwjm1o2,dwjp1o2
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-2403/366080,wjp1o6,wjp1o2,wjp1o6,dwjm1o2,dwjp1o2
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-57951/2562560,wjp1o2,wjp1o2,wjp1o6,dwjm1o2,dwjp1o2
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-18559/7687680,wjm1o2,wjm1o2,wjp1o2,dwjm1o2,dwjp1o2
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-1137/2562560,wjm1o6,wjm1o2,wjp1o2,dwjm1o2,dwjp1o2
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-1137/2562560,wjp1o6,wjm1o2,wjp1o2,dwjm1o2,dwjp1o2
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-18559/7687680,wjp1o2,wjm1o2,wjp1o2,dwjm1o2,dwjp1o2
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-1137/2562560,wjm1o2,wjm1o6,wjp1o2,dwjm1o2,dwjp1o2
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-1647/1281280,wjm1o6,wjm1o6,wjp1o2,dwjm1o2,dwjp1o2
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,10233/2562560,wjp1o6,wjm1o6,wjp1o2,dwjm1o2,dwjp1o2
2187*(x - 1)*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,2727/256256,wjp1o2,wjm1o6,wjp1o2,dwjm1o2,dwjp1o2
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-1137/2562560,wjm1o2,wjp1o6,wjp1o2,dwjm1o2,dwjp1o2
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,10233/2562560,wjm1o6,wjp1o6,wjp1o2,dwjm1o2,dwjp1o2
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-2403/366080,wjp1o6,wjp1o6,wjp1o2,dwjm1o2,dwjp1o2
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-57951/2562560,wjp1o2,wjp1o6,wjp1o2,dwjm1o2,dwjp1o2
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-18559/7687680,wjm1o2,wjp1o2,wjp1o2,dwjm1o2,dwjp1o2
2187*(x - 1)*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,2727/256256,wjm1o6,wjp1o2,wjp1o2,dwjm1o2,dwjp1o2
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-57951/2562560,wjp1o6,wjp1o2,wjp1o2,dwjm1o2,dwjp1o2
729*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))/4096,-1,1,-107519/1281280,wjp1o2,wjp1o2,wjp1o2,dwjm1o2,dwjp1o2
-729*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,47763/366080,wjm1o2,wjm1o2,wjm1o2,dwjm1o6,dwjp1o2
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,4023/116480,wjm1o6,wjm1o2,wjm1o2,dwjm1o6,dwjp1o2
-2187*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**3*(x + 1)*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-3699/232960,wjp1o6,wjm1o2,wjm1o2,dwjm1o6,dwjp1o2
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,5169/1281280,wjp1o2,wjm1o2,wjm1o2,dwjm1o6,dwjp1o2
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,4023/116480,wjm1o2,wjm1o6,wjm1o2,dwjm1o6,dwjp1o2
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,4617/320320,wjm1o6,wjm1o6,wjm1o2,dwjm1o6,dwjp1o2
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-243/29120,wjp1o6,wjm1o6,wjm1o2,dwjm1o6,dwjp1o2
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-81/91520,wjp1o2,wjm1o6,wjm1o2,dwjm1o6,dwjp1o2
-2187*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**3*(x + 1)*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-3699/232960,wjm1o2,wjp1o6,wjm1o2,dwjm1o6,dwjp1o2
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-243/29120,wjm1o6,wjp1o6,wjm1o2,dwjm1o6,dwjp1o2
-6561*(x - 1)**3*(x - 1/3)*(x + 1/3)**3*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,243/232960,wjp1o6,wjp1o6,wjm1o2,dwjm1o6,dwjp1o2
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,729/160160,wjp1o2,wjp1o6,wjm1o2,dwjm1o6,dwjp1o2
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,5169/1281280,wjm1o2,wjp1o2,wjm1o2,dwjm1o6,dwjp1o2
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-81/91520,wjm1o6,wjp1o2,wjm1o2,dwjm1o6,dwjp1o2
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,729/160160,wjp1o6,wjp1o2,wjm1o2,dwjm1o6,dwjp1o2
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,57/4928,wjp1o2,wjp1o2,wjm1o2,dwjm1o6,dwjp1o2
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,4023/116480,wjm1o2,wjm1o2,wjm1o6,dwjm1o6,dwjp1o2
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,4617/320320,wjm1o6,wjm1o2,wjm1o6,dwjm1o6,dwjp1o2
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-243/29120,wjp1o6,wjm1o2,wjm1o6,dwjm1o6,dwjp1o2
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-81/91520,wjp1o2,wjm1o2,wjm1o6,dwjm1o6,dwjp1o2
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,4617/320320,wjm1o2,wjm1o6,wjm1o6,dwjm1o6,dwjp1o2
19683*(x - 1)**3*(x - 1/3)**3*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,6561/116480,wjm1o6,wjm1o6,wjm1o6,dwjm1o6,dwjp1o2
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,2187/320320,wjp1o6,wjm1o6,wjm1o6,dwjm1o6,dwjp1o2
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,14337/1281280,wjp1o2,wjm1o6,wjm1o6,dwjm1o6,dwjp1o2
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-243/29120,wjm1o2,wjp1o6,wjm1o6,dwjm1o6,dwjp1o2
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,2187/320320,wjm1o6,wjp1o6,wjm1o6,dwjm1o6,dwjp1o2
19683*(x - 1)**3*(x - 1/3)*(x + 1/3)**2*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,2187/116480,wjp1o6,wjp1o6,wjm1o6,dwjm1o6,dwjp1o2
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-243/9856,wjp1o2,wjp1o6,wjm1o6,dwjm1o6,dwjp1o2
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-81/91520,wjm1o2,wjp1o2,wjm1o6,dwjm1o6,dwjp1o2
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,14337/1281280,wjm1o6,wjp1o2,wjm1o6,dwjm1o6,dwjp1o2
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-243/9856,wjp1o6,wjp1o2,wjm1o6,dwjm1o6,dwjp1o2
2187*(x - 1)*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-67257/1281280,wjp1o2,wjp1o2,wjm1o6,dwjm1o6,dwjp1o2
-2187*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**3*(x + 1)*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-3699/232960,wjm1o2,wjm1o2,wjp1o6,dwjm1o6,dwjp1o2
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-243/29120,wjm1o6,wjm1o2,wjp1o6,dwjm1o6,dwjp1o2
-6561*(x - 1)**3*(x - 1/3)*(x + 1/3)**3*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,243/232960,wjp1o6,wjm1o2,wjp1o6,dwjm1o6,dwjp1o2
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,729/160160,wjp1o2,wjm1o2,wjp1o6,dwjm1o6,dwjp1o2
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-243/29120,wjm1o2,wjm1o6,wjp1o6,dwjm1o6,dwjp1o2
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,2187/320320,wjm1o6,wjm1o6,wjp1o6,dwjm1o6,dwjp1o2
19683*(x - 1)**3*(x - 1/3)*(x + 1/3)**2*(x + 1)**3*((9*x/16 - 3/16)*(x + 1/3) + (9*x/16 + 9/16)*(x - 1/3) + (9*x/16 + 9/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,2187/116480,wjp1o6,wjm1o6,wjp1o6,dwjm1o6,dwjp1o2
